"GEOID","NAME","variable","estimate","moe","summary_est","summary_moe"
"06067008129","Census Tract 81.29, Sacramento County, California","B01001_001",3030,366,3030,366
"06067008130","Census Tract 81.30, Sacramento County, California","B01001_001",3730,383,3730,383
"06067008131","Census Tract 81.31, Sacramento County, California","B01001_001",5302,506,5302,506
"06067008132","Census Tract 81.32, Sacramento County, California","B01001_001",3990,227,3990,227
"06067008133","Census Tract 81.33, Sacramento County, California","B01001_001",2874,277,2874,277
"06067008134","Census Tract 81.34, Sacramento County, California","B01001_001",5252,484,5252,484
"06067008135","Census Tract 81.35, Sacramento County, California","B01001_001",4416,360,4416,360
"06067008136","Census Tract 81.36, Sacramento County, California","B01001_001",2332,316,2332,316
"06067008137","Census Tract 81.37, Sacramento County, California","B01001_001",2420,165,2420,165
"06067008138","Census Tract 81.38, Sacramento County, California","B01001_001",3843,295,3843,295
"06067008139","Census Tract 81.39, Sacramento County, California","B01001_001",3720,303,3720,303
"06067008140","Census Tract 81.40, Sacramento County, California","B01001_001",3059,269,3059,269
"06067008141","Census Tract 81.41, Sacramento County, California","B01001_001",7038,608,7038,608
"06067008142","Census Tract 81.42, Sacramento County, California","B01001_001",3731,287,3731,287
"06067008143","Census Tract 81.43, Sacramento County, California","B01001_001",4142,235,4142,235
"06067008144","Census Tract 81.44, Sacramento County, California","B01001_001",2847,253,2847,253
"06067008145","Census Tract 81.45, Sacramento County, California","B01001_001",7348,440,7348,440
"06067008203","Census Tract 82.03, Sacramento County, California","B01001_001",4478,244,4478,244
"06067008204","Census Tract 82.04, Sacramento County, California","B01001_001",4775,265,4775,265
"06067008206","Census Tract 82.06, Sacramento County, California","B01001_001",6226,464,6226,464
"06067008207","Census Tract 82.07, Sacramento County, California","B01001_001",4178,353,4178,353
"06067008208","Census Tract 82.08, Sacramento County, California","B01001_001",4951,500,4951,500
"06067008209","Census Tract 82.09, Sacramento County, California","B01001_001",4658,317,4658,317
"06067008210","Census Tract 82.10, Sacramento County, California","B01001_001",5894,339,5894,339
"06067008211","Census Tract 82.11, Sacramento County, California","B01001_001",2799,183,2799,183
"06067008402","Census Tract 84.02, Sacramento County, California","B01001_001",5724,541,5724,541
"06067008403","Census Tract 84.03, Sacramento County, California","B01001_001",6561,386,6561,386
"06067008404","Census Tract 84.04, Sacramento County, California","B01001_001",3623,281,3623,281
"06067008501","Census Tract 85.01, Sacramento County, California","B01001_001",7012,411,7012,411
"06067008504","Census Tract 85.04, Sacramento County, California","B01001_001",5137,283,5137,283
"06067008505","Census Tract 85.05, Sacramento County, California","B01001_001",2248,121,2248,121
"06067008506","Census Tract 85.06, Sacramento County, California","B01001_001",2743,264,2743,264
"06067008507","Census Tract 85.07, Sacramento County, California","B01001_001",4007,190,4007,190
"06067008508","Census Tract 85.08, Sacramento County, California","B01001_001",7614,348,7614,348
"06067008509","Census Tract 85.09, Sacramento County, California","B01001_001",4960,279,4960,279
"06067008510","Census Tract 85.10, Sacramento County, California","B01001_001",4946,303,4946,303
"06067008512","Census Tract 85.12, Sacramento County, California","B01001_001",4552,212,4552,212
"06067008513","Census Tract 85.13, Sacramento County, California","B01001_001",3620,204,3620,204
"06067008600","Census Tract 86, Sacramento County, California","B01001_001",6999,345,6999,345
"06067008702","Census Tract 87.02, Sacramento County, California","B01001_001",2713,162,2713,162
"06067008703","Census Tract 87.03, Sacramento County, California","B01001_001",4984,233,4984,233
"06067008704","Census Tract 87.04, Sacramento County, California","B01001_001",3781,177,3781,177
"06067008705","Census Tract 87.05, Sacramento County, California","B01001_001",8532,540,8532,540
"06067008801","Census Tract 88.01, Sacramento County, California","B01001_001",4156,356,4156,356
"06067008905","Census Tract 89.05, Sacramento County, California","B01001_001",4761,556,4761,556
"06067008907","Census Tract 89.07, Sacramento County, California","B01001_001",5458,343,5458,343
"06067008908","Census Tract 89.08, Sacramento County, California","B01001_001",4858,375,4858,375
"06067008909","Census Tract 89.09, Sacramento County, California","B01001_001",2467,188,2467,188
"06067008910","Census Tract 89.10, Sacramento County, California","B01001_001",3861,514,3861,514
"06067008911","Census Tract 89.11, Sacramento County, California","B01001_001",2648,180,2648,180
"06067008912","Census Tract 89.12, Sacramento County, California","B01001_001",3086,244,3086,244
"06067008913","Census Tract 89.13, Sacramento County, California","B01001_001",4059,262,4059,262
"06067009004","Census Tract 90.04, Sacramento County, California","B01001_001",3868,392,3868,392
"06067009005","Census Tract 90.05, Sacramento County, California","B01001_001",3224,355,3224,355
"06067009006","Census Tract 90.06, Sacramento County, California","B01001_001",5519,372,5519,372
"06067009007","Census Tract 90.07, Sacramento County, California","B01001_001",2579,227,2579,227
"06067009008","Census Tract 90.08, Sacramento County, California","B01001_001",5227,385,5227,385
"06067009010","Census Tract 90.10, Sacramento County, California","B01001_001",5408,505,5408,505
"06067009011","Census Tract 90.11, Sacramento County, California","B01001_001",4610,320,4610,320
"06067009103","Census Tract 91.03, Sacramento County, California","B01001_001",3210,266,3210,266
"06067009105","Census Tract 91.05, Sacramento County, California","B01001_001",2629,324,2629,324
"06067009106","Census Tract 91.06, Sacramento County, California","B01001_001",4178,302,4178,302
"06067009107","Census Tract 91.07, Sacramento County, California","B01001_001",3419,272,3419,272
"06067009108","Census Tract 91.08, Sacramento County, California","B01001_001",3937,247,3937,247
"06067009109","Census Tract 91.09, Sacramento County, California","B01001_001",5006,291,5006,291
"06067009110","Census Tract 91.10, Sacramento County, California","B01001_001",2029,149,2029,149
"06067009111","Census Tract 91.11, Sacramento County, California","B01001_001",5416,540,5416,540
"06067009112","Census Tract 91.12, Sacramento County, California","B01001_001",4004,404,4004,404
"06067009201","Census Tract 92.01, Sacramento County, California","B01001_001",5151,315,5151,315
"06067009307","Census Tract 93.07, Sacramento County, California","B01001_001",5687,438,5687,438
"06067009308","Census Tract 93.08, Sacramento County, California","B01001_001",6202,391,6202,391
"06067009309","Census Tract 93.09, Sacramento County, California","B01001_001",2340,151,2340,151
"06067009310","Census Tract 93.10, Sacramento County, California","B01001_001",7506,641,7506,641
"06067009311","Census Tract 93.11, Sacramento County, California","B01001_001",6539,426,6539,426
"06067009312","Census Tract 93.12, Sacramento County, California","B01001_001",6629,668,6629,668
"06067009314","Census Tract 93.14, Sacramento County, California","B01001_001",5943,396,5943,396
"06067009316","Census Tract 93.16, Sacramento County, California","B01001_001",4636,427,4636,427
"06067009317","Census Tract 93.17, Sacramento County, California","B01001_001",6300,553,6300,553
"06067009318","Census Tract 93.18, Sacramento County, California","B01001_001",2480,268,2480,268
"06067009319","Census Tract 93.19, Sacramento County, California","B01001_001",4276,447,4276,447
"06067009320","Census Tract 93.20, Sacramento County, California","B01001_001",4437,287,4437,287
"06067009321","Census Tract 93.21, Sacramento County, California","B01001_001",5648,375,5648,375
"06067009322","Census Tract 93.22, Sacramento County, California","B01001_001",13952,659,13952,659
"06067009323","Census Tract 93.23, Sacramento County, California","B01001_001",6130,480,6130,480
"06067009324","Census Tract 93.24, Sacramento County, California","B01001_001",2996,211,2996,211
"06067009325","Census Tract 93.25, Sacramento County, California","B01001_001",802,65,802,65
"06067009326","Census Tract 93.26, Sacramento County, California","B01001_001",5041,387,5041,387
"06067009328","Census Tract 93.28, Sacramento County, California","B01001_001",5851,317,5851,317
"06067009329","Census Tract 93.29, Sacramento County, California","B01001_001",2327,224,2327,224
"06067009330","Census Tract 93.30, Sacramento County, California","B01001_001",4040,313,4040,313
"06067009331","Census Tract 93.31, Sacramento County, California","B01001_001",7545,431,7545,431
"06067009332","Census Tract 93.32, Sacramento County, California","B01001_001",1339,219,1339,219
"06067009403","Census Tract 94.03, Sacramento County, California","B01001_001",2010,249,2010,249
"06067009404","Census Tract 94.04, Sacramento County, California","B01001_001",5953,474,5953,474
"06067009406","Census Tract 94.06, Sacramento County, California","B01001_001",2300,170,2300,170
"06067009407","Census Tract 94.07, Sacramento County, California","B01001_001",10900,383,10900,383
"06067009408","Census Tract 94.08, Sacramento County, California","B01001_001",2017,200,2017,200
"06067009501","Census Tract 95.01, Sacramento County, California","B01001_001",2829,233,2829,233
"06067009502","Census Tract 95.02, Sacramento County, California","B01001_001",7971,372,7971,372
"06067009503","Census Tract 95.03, Sacramento County, California","B01001_001",3123,322,3123,322
"06067009504","Census Tract 95.04, Sacramento County, California","B01001_001",2564,210,2564,210
"06067009601","Census Tract 96.01, Sacramento County, California","B01001_001",6772,653,6772,653
"06067009606","Census Tract 96.06, Sacramento County, California","B01001_001",7488,732,7488,732
"06067009608","Census Tract 96.08, Sacramento County, California","B01001_001",9519,847,9519,847
"06067009609","Census Tract 96.09, Sacramento County, California","B01001_001",5517,395,5517,395
"06067009610","Census Tract 96.10, Sacramento County, California","B01001_001",7007,525,7007,525
"06067009611","Census Tract 96.11, Sacramento County, California","B01001_001",3525,296,3525,296
"06067009612","Census Tract 96.12, Sacramento County, California","B01001_001",5361,319,5361,319
"06067009614","Census Tract 96.14, Sacramento County, California","B01001_001",7010,464,7010,464
"06067009615","Census Tract 96.15, Sacramento County, California","B01001_001",8108,568,8108,568
"06067009616","Census Tract 96.16, Sacramento County, California","B01001_001",6100,432,6100,432
"06067009617","Census Tract 96.17, Sacramento County, California","B01001_001",3668,308,3668,308
"06067009618","Census Tract 96.18, Sacramento County, California","B01001_001",5274,314,5274,314
"06067009619","Census Tract 96.19, Sacramento County, California","B01001_001",7863,513,7863,513
"06067009622","Census Tract 96.22, Sacramento County, California","B01001_001",7991,764,7991,764
"06067009630","Census Tract 96.30, Sacramento County, California","B01001_001",10015,660,10015,660
"06067009632","Census Tract 96.32, Sacramento County, California","B01001_001",7457,352,7457,352
"06067009633","Census Tract 96.33, Sacramento County, California","B01001_001",3579,344,3579,344
"06067009634","Census Tract 96.34, Sacramento County, California","B01001_001",5062,353,5062,353
